,name,summary,image,origin,publication_types,founded,parent_comp,hq,website,AuthorConnections,BookConnections,id
83,Candlewick Press,"
",https://upload.wikimedia.org/wikipedia/en/7/78/Candlewick_Press_logo.jpg,United States,Books,1992 (1992),Walker Books Ltd.,"Somerville, Massachusetts",www.candlewick.com,,,83
84,Canongate Books,"
",-1,United Kingdom,Books,1973; 48 years ago (1973),Unkown,Edinburgh,www.canongate.co.uk,,,84
85,Capstone Publishers,"Breslov Research Institute is a publisher of classic and contemporary Breslov texts in English. Established in 1979, BRI has produced the first English translation of all the works of Rebbe Nachman of Breslov (1772–1810) and selected works of Reb Noson (1780–1844), the Rebbe's closest disciple; studies of the Rebbe's teachings on individual subjects; contemporary Breslov biographies; and self-help books which apply Rebbe Nachman's teachings to daily life.[1] BRI currently has over 100 titles in print,[1] many of which it has also translated into Hebrew, Spanish, Russian and French. BRI maintains offices in Jerusalem and New York City.
",-1,United States,Books,Unknown,Coughlan Companies,"Mankato, Minnesota",www.mycapstone.com,,,85
86,Carcanet Press,"
",-1,United Kingdom,Books,1969; 52 years ago (1969),Unkown,Manchester,www.carcanet.co.uk,,,86
87,Carnegie Mellon University Press,"Broadview Press is an independent academic publisher that focuses on the humanities. Founded in 1985 by Don LePan, the company now employs over 30 people, has over 800 titles in print, and publishes approximately 40 titles each year. Broadview's offices are located across Canada in Calgary, Peterborough, Nanaimo, Guelph and Wolfville.[2]
",-1,United States,Books,1973,Carnegie Mellon University,Pittsburgh,www.cmu.edu/universitypress/,,,87
88,Casemate Publishers,"Burns & Oates was a British Roman Catholic publishing house which most recently existed as an imprint of Continuum. 
",https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Casemate.jpg/220px-Casemate.jpg,United States of America,Unknown,"Havertown, PA",Unkown,"Havertown, Pennsylvania",www.casematepublishers.com,,,88
89,Cassava Republic Press,"
",-1,Nigeria,Books,2006; 15 years ago (2006),Unkown,Unknown,www.cassavarepublic.biz,,,89
90,Cassell,"
",https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/OrionLogo.png/220px-OrionLogo.png,United Kingdom,Books,1991; 30 years ago (1991),Hachette Livre,London,www.orionbooks.co.uk,,,90
91,Cengage,"
",https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Cengage_group.jpg/220px-Cengage_group.jpg,United States,"Educational content, technology, and services",2007; 14 years ago (2007),Unkown,Boston,www.cengagegroup.com,,,91
92,Central European University Press,"Caister Academic Press is an independent academic publishing company that produces books and ebooks on microbiology and molecular biology. The address for the editorial offices is in Poole, UK with worldwide sales and distribution through the Ingram Content Group. Published books include review volumes, practical manuals and reference texts aimed at the post-graduate, research and professional market.
",https://upload.wikimedia.org/wikipedia/en/thumb/1/1e/Logo_of_Central_European_University.svg/250px-Logo_of_Central_European_University.svg.png,Unknown,Unknown,Unknown,Unkown,Unknown,Not available,,,92
93,Century,"
",https://upload.wikimedia.org/wikipedia/en/thumb/b/bc/Random_House_logo.svg/220px-Random_House_logo.svg.png,Unknown,Unknown,1927; 94 years ago (1927),Unkown,Unknown,Not available,,,93
94,Chambers,"Candlewick Press, established in 1992 and located in Somerville, Massachusetts, is part of the Walker Books group. The logo depicting a bear carrying a candle is based on Walker Books's original logo. 
",-1,Unknown,Unknown,First publication in 1819,Unkown,Unknown,Not available,,,94
95,Charles Scribner's Sons,"
",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Scribner-building.jpg/220px-Scribner-building.jpg,United States,Books,1846; 175 years ago (1846),Simon & Schuster,"153–157 Fifth Avenue, New York City",scribnerbooks.com,,,95
96,Chatto & Windus,"Capstone is a publisher of children’s books and digital products. Capstone focuses on the educational market. They also sell to the trade market and internationally. Capstone publishes nonfiction, fiction, picture books, interactive books, audio books, literacy programs, and digital media. Imprints and divisions include Capstone Press, Compass Point Books, Picture Window Books, Stone Arch Books, Red Brick Learning, Capstone Digital, Heinemann-Raintree and Switch Press. Capstone acquired the assets of Heinemann-Raintree library reference from Pearson Education in 2008.[5] Heinemann-Raintree has offices in Chicago and Oxford, England. Capstone is based in Mankato, Minnesota, with additional offices in Minneapolis, Chicago, and Oxford. Capstone is part of Coughlan Companies, Inc.[6] Coughlan Companies also includes Jordan Sands, a limestone quarry, and fabrication facility.[7]
",https://upload.wikimedia.org/wikipedia/en/thumb/a/a5/Chatto_%26_Windus_logo.jpg/220px-Chatto_%26_Windus_logo.jpg,United Kingdom,Unknown,1855; 166 years ago (1855),Penguin Random House,"London, England",www.penguin.co.uk/company/publishers/vintage/chatto-windus.html,9,24,96
97,Chronicle Books,"Carcanet Press is a publisher, primarily of poetry, based in the United Kingdom and founded in 1969 by Michael Schmidt.
",https://upload.wikimedia.org/wikipedia/en/5/5e/ChronicleBooks.jpg,United States,Books,1967,McEvoy Group,San Francisco,www.chroniclebooks.com,,,97
98,Churchill Livingstone,"Welbeck Publishing Group, formerly Carlton Publishing Group, is a London-based independent book publisher of fiction, narrative and illustrated non-fiction, as well as gift and children's books. Established in 2019 by Executive Directors Mark Smith and Marcus Leaver,[3] the business specialises in commercial publishing in 30 languages and in more than 60 countries around the world, across all genres and categories.
",-1,Unknown,Books,1971,Elsevier,London,www.elsevierhealth.com,,,98
99,Cisco Press,"Casemate Publishers, also known as Casemate, is a Philadelphia-based publishing company that specializes in producing printed military history books. They have published over 300 books on military history. Many of their books are memoirs and historical overviews of specific military events. They also distribute books for other publishing companies and market their products to enthusiasts, hobbyists, students, instructors, and researchers of military history, as well as members of the armed forces and military organizations.[3]
",https://upload.wikimedia.org/wikipedia/commons/2/2a/Cisco_Press_logo.png,United States,Unknown,1996,Pearson Education,"Indianapolis, Indiana",www.ciscopress.com,,,99
100,City Lights Publishers,"
",https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/City_Lights_Bookstore.jpg/240px-City_Lights_Bookstore.jpg,Unknown,Unknown,Unknown,Unkown,Unknown,Not available,,,100
101,Cold Spring Harbor Laboratory Press,"Orion Publishing Group Ltd. is a UK-based book publisher. It was founded in 1991 and acquired Weidenfeld & Nicolson the following year. The group has published numerous bestselling books by notable authors including Ian Rankin, Michael Connelly, Nemir Kirdar and Quentin Tarantino.  [1]
",-1,USA,Unknown,Unknown,Cold Spring Harbor Laboratory,"Cold Spring Harbor, New York",www.cshlpress.com,,,101
102,Collector's Guide Publishing,"
",-1,Canada,Books,1984,Unkown,"Burlington, Ontario",www.cgpublishing.com,,,102
103,Columbia University Press,"
",https://upload.wikimedia.org/wikipedia/en/6/6c/Columbia_University_Press.png,United States,Books,1893,Columbia University,New York City,cup.columbia.edu,"86,112","301,310,396",103
104,Concordia Publishing House,"
",https://upload.wikimedia.org/wikipedia/en/thumb/6/6d/Concordia_Publishing_House_logo.svg/200px-Concordia_Publishing_House_logo.svg.png,United States,Books,1869,Unkown,"St Louis, Missouri",www.cph.org,,,104
105,Constable & Co Ltd,"
",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Constable_%26_Robinson_Ltd_logo.jpg/200px-Constable_%26_Robinson_Ltd_logo.jpg,United Kingdom,Books,"1999 (Constable & Co. founded 1795, Robinson Publishing Ltd founded 1983)","Little, Brown Book Group",Russell Square,www.constablerobinson.com,,,105
106,Constable & Robinson,"
",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Constable_%26_Robinson_Ltd_logo.jpg/200px-Constable_%26_Robinson_Ltd_logo.jpg,United Kingdom,Books,"1999 (Constable & Co. founded 1795, Robinson Publishing Ltd founded 1983)","Little, Brown Book Group",Russell Square,www.constablerobinson.com,,,106
107,Copper Canyon Press,"
",https://upload.wikimedia.org/wikipedia/en/b/be/LogoCCP.png,United States,Books,1972,Unkown,Fort Worden,www.coppercanyonpress.org,,,107
108,Cork University Press,"Chronicle Books is a San Francisco-based American publisher of books for adults and children.
",-1,Ireland,Books,1925,University College Cork,Cork,www.corkuniversitypress.com,,,108
109,Cornell University Press,"Churchill Livingstone is an academic publisher. 
",https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/Cornell-University-Press.png/220px-Cornell-University-Press.png,United States,Books,1869,Cornell University,"Ithaca, New York",www.cornellpress.cornell.edu,,,109
110,Coronet Books,"
",https://upload.wikimedia.org/wikipedia/en/thumb/3/35/Coronet_Logo.tif/lossy-page1-200px-Coronet_Logo.tif.jpg,United Kingdom,Unknown,1966,Hodder & Stoughton,"London, England",https://www.hodder.co.uk/imprint/hodder/coronet/page/hs-imprint-coronet/,,,110
111,Counterpoint,"City Lights is an independent bookstore-publisher combination in San Francisco, California, that specializes in world literature, the arts, and progressive politics. It also houses the nonprofit City Lights Foundation, which publishes selected titles related to San Francisco culture. It was founded in 1953 by poet Lawrence Ferlinghetti and Peter D. Martin[2] (who left two years later). Both the store and the publishers became widely known following the obscenity trial of Ferlinghetti for publishing Allen Ginsberg's influential collection Howl and Other Poems (City Lights, 1956). Nancy Peters started working there in 1971 and retired as executive director in 2007. In 2001, City Lights was made an official historic landmark. City Lights is located at 261 Columbus Avenue. While formally located in Chinatown, it self-identifies as part of immediately adjacent North Beach.
",-1,United States,Unknown,2007,Unkown,"Berkeley, California",counterpointpress.com,,,111
112,Craftsman Book Company,"Cloverdale Corporation has for 29 years been involved in publishing scholarly research for the scientific community. Under its publishing imprint, Wyndham Hall Press, the Cloverdale Corporation published the Rhodes-Fulbright International Library for twenty years and added some 600 scholarly titles in the social, behavioral, and physical sciences during that time.
",https://upload.wikimedia.org/wikipedia/en/thumb/c/cd/Craftsman_Book_Co_Logo.png/220px-Craftsman_Book_Co_Logo.png,Unknown,Unknown,Unknown,Unkown,Unknown,Not available,,,112
113,CRC Press,"Cold Spring Harbor Laboratory Press was founded in 1933 to aid in Cold Spring Harbor Laboratory's purpose of furthering the advance and spread of scientific knowledge.
",https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/CRC_Press_logo.svg/300px-CRC_Press_logo.svg.png,United States,Unknown,1973 (as a publishing house),Taylor & Francis,Boca Raton,crcpress.com,,,113
114,Crown Publishing Group,"Collector's Guide Publishing (CGP) is a Canadian publisher based in Burlington, Ontario, Canada. 
",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/The_Crown_Publishing_Group_logo.png/220px-The_Crown_Publishing_Group_logo.png,United States,Unknown,1933,Random House,New York City,www.crownpublishing.com,,,114
115,D. Appleton & Company,"Columbia University Press is a university press based in New York City, and affiliated with Columbia University. It is currently directed by Jennifer Crewe (2014–present) and publishes titles in the humanities and sciences, including the fields of literary and cultural studies, history, social work, sociology, religion, film, and international studies.
",https://upload.wikimedia.org/wikipedia/commons/6/6a/D._Appleton_%26_Company_logo.jpg,United States,Unknown,[1],Unkown,New York City,Not available,,,115
116,D. Reidel,"
",-1,Netherlands,Academic journals,Unknown,Unkown,Dordrecht,Not available,,,116
117,Da Capo Press,"
",-1,United States,Unknown,1964,Hachette Books,Exchange Place,www.dacapopress.com,,,117
